	Genome	Original_name	Study_set	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	CMseq	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	MGnify_accession	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
158193	GUT_GENOME236438	SRS476164_71	HGM	MAG	1361363	700	2067	33.37	54.81	0.19		0.0	12.07	0.0	9		GUT_GENOME236438	MGYG-HGUT-03506	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__	SRS476164	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03506/genomes1/GUT_GENOME236438.gff.gz
158205	GUT_GENOME236454	SRS476166_20	HGM	MAG	1599809	34	68289	35.17	96.47	0.0	0.0	0.0	0.0	0.0	18		GUT_GENOME236454	MGYG-HGUT-03507	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA733;s__	SRS476166	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03507/genomes1/GUT_GENOME236454.gff.gz
158332	GUT_GENOME236657	SRS476185_60	HGM	MAG	1808290	43	134100	49.71	95.97	0.0		0.0	0.0	0.0	19		GUT_GENOME236657	MGYG-HGUT-03508	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA7597;s__UBA7597 sp003448195	SRS476185	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03508/genomes1/GUT_GENOME236657.gff.gz
158338	GUT_GENOME236667	SRS476185_81	HGM	MAG	1280127	489	3037	41.48	73.13	0.79		92.44	0.0	0.0	11		GUT_GENOME236667	MGYG-HGUT-03509	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	SRS476185	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03509/genomes1/GUT_GENOME236667.gff.gz
158462	GUT_GENOME236862	SRS476193_16	HGM	MAG	1907667	647	3605	47.81	87.43	4.17		94.12	0.0	0.0	15		GUT_GENOME236862	MGYG-HGUT-03510	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03510/genomes1/GUT_GENOME236862.gff.gz
158463	GUT_GENOME236863	SRS476193_20	HGM	MAG	2091537	302	9442	36.96	86.56	3.08		0.0	25.9	0.0	19		GUT_GENOME236863	MGYG-HGUT-03511	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03511/genomes1/GUT_GENOME236863.gff.gz
158464	GUT_GENOME236864	SRS476193_30	HGM	MAG	2777574	125	36113	60.62	94.35	0.81	0.24	94.12	99.54	0.0	19		GUT_GENOME236864	MGYG-HGUT-03512	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03512/genomes1/GUT_GENOME236864.gff.gz
158466	GUT_GENOME236866	SRS476193_33	HGM	MAG	2720584	283	13426	49.85	79.99	2.18	1.1	0.0	0.0	0.0	15		GUT_GENOME236866	MGYG-HGUT-03513	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03513/genomes1/GUT_GENOME236866.gff.gz
158468	GUT_GENOME236868	SRS476193_39	HGM	MAG	2933446	116	50277	48.36	94.44	0.0	0.4	0.0	0.0	0.0	20		GUT_GENOME236868	MGYG-HGUT-03514	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter_A;s__Fibrobacter_A intestinalis	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03514/genomes1/GUT_GENOME236868.gff.gz
158469	GUT_GENOME236869	SRS476193_3	HGM	MAG	2052370	161	17781	49.31	61.62	0.37	0.34	0.0	0.0	0.0	15		GUT_GENOME236869	MGYG-HGUT-03515	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03515/genomes1/GUT_GENOME236869.gff.gz
158470	GUT_GENOME236870	SRS476193_44	HGM	MAG	1591883	293	6894	31.48	95.33	2.65		0.0	11.44	0.0	17		GUT_GENOME236870	MGYG-HGUT-03516	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03516/genomes1/GUT_GENOME236870.gff.gz
158471	GUT_GENOME236871	SRS476193_48	HGM	MAG	2831393	262	14089	40.67	94.71	4.6	1.3	0.0	0.0	0.0	15		GUT_GENOME236871	MGYG-HGUT-03517	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03517/genomes1/GUT_GENOME236871.gff.gz
158472	GUT_GENOME236872	SRS476193_49	HGM	MAG	1396726	86	66429	25.89	81.46	0.72	0.0	0.0	99.74	99.52	20		GUT_GENOME236872	MGYG-HGUT-03518	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03518/genomes1/GUT_GENOME236872.gff.gz
158473	GUT_GENOME236873	SRS476193_4	HGM	MAG	667445	332	2162	37.64	57.72	1.21		0.0	0.0	7.9	9		GUT_GENOME236873	MGYG-HGUT-03519	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__UBA1242;g__;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03519/genomes1/GUT_GENOME236873.gff.gz
158474	GUT_GENOME236874	SRS476193_50	HGM	MAG	2768956	229	19700	51.14	83.81	2.14	3.68	0.0	0.0	0.0	20		GUT_GENOME236874	MGYG-HGUT-03520	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03520/genomes1/GUT_GENOME236874.gff.gz
158475	GUT_GENOME236875	SRS476193_51	HGM	MAG	2802496	774	4600	49.33	85.16	3.23		94.12	0.0	0.0	18		GUT_GENOME236875	MGYG-HGUT-03521	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03521/genomes1/GUT_GENOME236875.gff.gz
158476	GUT_GENOME236876	SRS476193_54	HGM	MAG	870958	403	2286	36.29	75.09	2.3		0.0	0.0	0.0	13		GUT_GENOME236876	MGYG-HGUT-03522	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__UBA1242;g__UBA7862;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03522/genomes1/GUT_GENOME236876.gff.gz
158477	GUT_GENOME236877	SRS476193_56	HGM	MAG	1093650	181	7246	49.65	58.3	0.67		0.0	16.89	0.0	16		GUT_GENOME236877	MGYG-HGUT-03523	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-475;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03523/genomes1/GUT_GENOME236877.gff.gz
158478	GUT_GENOME236878	SRS476193_59	HGM	MAG	1517347	764	2118	46.23	69.42	3.4		0.0	0.0	0.0	7		GUT_GENOME236878	MGYG-HGUT-03524	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03524/genomes1/GUT_GENOME236878.gff.gz
158479	GUT_GENOME236879	SRS476193_5	HGM	MAG	2213098	46	74457	51.73	94.37	3.02	0.53	0.0	0.0	0.0	20		GUT_GENOME236879	MGYG-HGUT-03525	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03525/genomes1/GUT_GENOME236879.gff.gz
158480	GUT_GENOME236880	SRS476193_60	HGM	MAG	1880479	706	3058	57.49	81.48	1.91		0.0	0.0	0.0	12		GUT_GENOME236880	MGYG-HGUT-03526	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA1685;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03526/genomes1/GUT_GENOME236880.gff.gz
158482	GUT_GENOME236882	SRS476193_64	HGM	MAG	2016408	722	3101	44.55	76.37	2.01		0.0	0.0	0.0	7		GUT_GENOME236882	MGYG-HGUT-03527	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03527/genomes1/GUT_GENOME236882.gff.gz
158483	GUT_GENOME236883	SRS476193_67	HGM	MAG	3662993	346	14067	65.71	84.36	1.38		0.0	99.67	0.0	19		GUT_GENOME236883	MGYG-HGUT-03528	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__UBA1407;g__;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03528/genomes1/GUT_GENOME236883.gff.gz
158484	GUT_GENOME236884	SRS476193_68	HGM	MAG	1658319	66	34555	52.62	91.83	2.01		84.87	0.0	31.56	18		GUT_GENOME236884	MGYG-HGUT-03529	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03529/genomes1/GUT_GENOME236884.gff.gz
158485	GUT_GENOME236885	SRS476193_6	HGM	MAG	2130921	102	34405	54.73	87.62	0.71	0.42	0.0	99.67	68.89	19		GUT_GENOME236885	MGYG-HGUT-03530	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03530/genomes1/GUT_GENOME236885.gff.gz
158487	GUT_GENOME236887	SRS476193_74	HGM	MAG	1722504	503	4557	56.17	93.55	2.7		88.24	0.0	0.0	17		GUT_GENOME236887	MGYG-HGUT-03531	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__ISO4-G1;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03531/genomes1/GUT_GENOME236887.gff.gz
158488	GUT_GENOME236888	SRS476193_7	HGM	MAG	1885895	33	118390	49.46	89.52	0.0	1.19	0.0	0.0	0.0	20		GUT_GENOME236888	MGYG-HGUT-03532	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03532/genomes1/GUT_GENOME236888.gff.gz
158489	GUT_GENOME236889	SRS476193_84	HGM	MAG	2902010	181	23028	47.23	79.06	4.4	0.21	0.0	24.33	0.0	19		GUT_GENOME236889	MGYG-HGUT-03533	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03533/genomes1/GUT_GENOME236889.gff.gz
158490	GUT_GENOME236890	SRS476193_85	HGM	MAG	2560433	150	38221	35.69	97.9	0.0	0.08	0.0	0.0	0.0	19		GUT_GENOME236890	MGYG-HGUT-03534	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03534/genomes1/GUT_GENOME236890.gff.gz
158492	GUT_GENOME236892	SRS476193_9	HGM	MAG	2652504	78	56120	50.87	77.31	0.74	0.23	94.96	25.77	0.0	18		GUT_GENOME236892	MGYG-HGUT-03535	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	SRS476193	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03535/genomes1/GUT_GENOME236892.gff.gz
158540	GUT_GENOME236958	SRS476205_105	HGM	MAG	1804941	529	4087	53.21	83.73	4.87		0.0	6.85	0.0	17		GUT_GENOME236958	MGYG-HGUT-03536	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__	SRS476205	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03536/genomes1/GUT_GENOME236958.gff.gz
158577	GUT_GENOME237015	SRS476209_38	HGM	MAG	928849	483	2014	44.34	56.76	1.08		0.0	0.0	0.0	13		GUT_GENOME237015	MGYG-HGUT-03537	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	SRS476209	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03537/genomes1/GUT_GENOME237015.gff.gz
158598	GUT_GENOME237051	SRS476212_27	HGM	MAG	1465303	278	7500	41.07	84.86	2.59		94.12	0.0	0.0	17		GUT_GENOME237051	MGYG-HGUT-03538	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	SRS476212	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03538/genomes1/GUT_GENOME237051.gff.gz
158599	GUT_GENOME237052	SRS476212_29	HGM	MAG	1698528	34	256258	53.04	94.47	1.44	0.44	0.0	0.0	0.0	18		GUT_GENOME237052	MGYG-HGUT-03539	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	SRS476212	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03539/genomes1/GUT_GENOME237052.gff.gz
158600	GUT_GENOME237053	SRS476212_43	HGM	MAG	1938484	500	5012	43.82	81.67	3.84		0.0	0.0	0.0	15		GUT_GENOME237053	MGYG-HGUT-03540	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	SRS476212	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03540/genomes1/GUT_GENOME237053.gff.gz
158601	GUT_GENOME237054	SRS476212_49	HGM	MAG	1274444	621	2138	38.85	55.57	0.8		0.0	0.0	0.0	13		GUT_GENOME237054	MGYG-HGUT-03541	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__	SRS476212	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03541/genomes1/GUT_GENOME237054.gff.gz
158602	GUT_GENOME237055	SRS476212_63	HGM	MAG	1966624	132	52526	46.89	94.47	4.71	0.53	94.12	45.27	99.76	20		GUT_GENOME237055	MGYG-HGUT-03542	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	SRS476212	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03542/genomes1/GUT_GENOME237055.gff.gz
158603	GUT_GENOME237056	SRS476212_64	HGM	MAG	3218671	335	38923	46.75	90.73	4.28	0.49	95.8	99.74	99.86	20		GUT_GENOME237056	MGYG-HGUT-03543	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	SRS476212	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03543/genomes1/GUT_GENOME237056.gff.gz
158604	GUT_GENOME237057	SRS476212_69	HGM	MAG	1583718	180	10553	48.8	61.33	0.16		0.0	0.0	0.0	13		GUT_GENOME237057	MGYG-HGUT-03544	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	SRS476212	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03544/genomes1/GUT_GENOME237057.gff.gz
158605	GUT_GENOME237058	SRS476212_75	HGM	MAG	1455193	412	4274	37.23	71.86	2.91		93.28	0.0	8.03	10		GUT_GENOME237058	MGYG-HGUT-03545	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__	SRS476212	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03545/genomes1/GUT_GENOME237058.gff.gz
158606	GUT_GENOME237059	SRS476212_82	HGM	MAG	3032937	191	47151	35.46	98.39	2.15	0.49	86.55	0.0	0.0	19		GUT_GENOME237059	MGYG-HGUT-03546	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__UBA1181;s__	SRS476212	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03546/genomes1/GUT_GENOME237059.gff.gz
158607	GUT_GENOME237060	SRS476212_88	HGM	MAG	1366229	114	20905	43.73	92.28	2.13	5.75	88.24	28.25	0.0	17		GUT_GENOME237060	MGYG-HGUT-03547	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	SRS476212	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03547/genomes1/GUT_GENOME237060.gff.gz
158608	GUT_GENOME237061	SRS476212_90	HGM	MAG	2291640	153	25499	43.22	87.45	2.49	1.04	92.44	0.0	9.98	15		GUT_GENOME237061	MGYG-HGUT-03548	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__QALS01;s__	SRS476212	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03548/genomes1/GUT_GENOME237061.gff.gz
158609	GUT_GENOME237062	SRS476212_9	HGM	MAG	1484614	101	29969	38.31	77.96	0.2		86.55	0.0	66.94	15		GUT_GENOME237062	MGYG-HGUT-03549	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__;s__	SRS476212	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03549/genomes1/GUT_GENOME237062.gff.gz
158708	GUT_GENOME237201	SRS476270_33	HGM	MAG	3104477	106	59708	30.21	98.39	0.27	0.0	93.28	0.0	0.0	19		GUT_GENOME237201	MGYG-HGUT-03550	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	SRS476270	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03550/genomes1/GUT_GENOME237201.gff.gz
158737	GUT_GENOME237253	SRS476271_96	HGM	MAG	2116484	96	102262	35.29	87.61	0.85	1.33	93.28	0.0	7.97	20		GUT_GENOME237253	MGYG-HGUT-03551	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__	SRS476271	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03551/genomes1/GUT_GENOME237253.gff.gz
158787	GUT_GENOME237335	SRS476276_66	HGM	MAG	2741496	50	152842	43.95	98.66	0.0	1.18	0.0	0.0	16.48	19		GUT_GENOME237335	MGYG-HGUT-03552	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__	SRS476276	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03552/genomes1/GUT_GENOME237335.gff.gz
158844	GUT_GENOME237421	SRS476288_14	HGM	MAG	2321768	266	12145	39.32	92.99	0.66		0.0	0.0	0.0	19		GUT_GENOME237421	MGYG-HGUT-03553	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA1219;s__	SRS476288	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03553/genomes1/GUT_GENOME237421.gff.gz
158845	GUT_GENOME237422	SRS476288_26	HGM	MAG	1983378	215	15781	43.59	92.62	2.57		94.12	10.83	56.65	18		GUT_GENOME237422	MGYG-HGUT-03554	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	SRS476288	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03554/genomes1/GUT_GENOME237422.gff.gz
158846	GUT_GENOME237423	SRS476288_44	HGM	MAG	1157710	188	7043	44.36	62.23	0.0		0.0	16.57	0.0	11		GUT_GENOME237423	MGYG-HGUT-03555	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	SRS476288	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-035/MGYG-HGUT-03555/genomes1/GUT_GENOME237423.gff.gz
